ROC_AUC_train,ROC_AUC_test,ecart_ROC,PR_AUC_train,PR_AUC_test,verdict
0.9153345737648124,0.8231069893238268,0.09222758444098567,0.3158653335087512,0.2113407239197017,Surapprentissage modere (ecart < 0.10)
